Date,Open,High,Low,Close,Adj Close,Volume
2019-05-06,86.330002,88.699997,86.139999,88.250000,78.183609,15682100
2019-05-07,87.199997,88.150002,84.779999,85.199997,75.481514,21579500
2019-05-08,84.849998,85.720001,84.110001,84.540001,74.896790,15500700
2019-05-09,83.370003,84.839996,82.260002,83.779999,74.223488,14516000
2019-05-10,83.379997,86.330002,83.349998,85.839996,76.048515,15955600
2019-05-13,83.239998,84.849998,82.989998,83.889999,74.320946,16689000
2019-05-14,84.269997,86.440002,84.000000,86.129997,76.305443,14353700
2019-05-15,85.550003,87.000000,84.889999,86.260002,76.420593,11784800
2019-05-16,83.790001,84.800003,82.129997,82.809998,73.364113,22498800
2019-05-17,80.489998,83.120003,80.000000,81.500000,72.203545,19523400
2019-05-20,77.949997,78.330002,76.070000,76.620003,67.880203,32679300
2019-05-21,78.910004,79.040001,77.220001,77.750000,68.881317,17282200
2019-05-22,69.129997,71.739998,67.970001,69.309998,61.404018,66150700
2019-05-23,67.019997,68.269997,65.900002,68.260002,60.473812,31820700
2019-05-24,68.930000,69.150002,65.970001,66.209999,58.657642,21420000
2019-05-28,66.639999,67.709999,65.239998,65.370003,57.913460,22667300
2019-05-29,65.360001,66.150002,64.760002,65.760002,58.258965,16312600
2019-05-30,65.970001,67.070000,65.930000,66.589996,58.994289,11554600
2019-05-31,65.779999,67.839996,65.529999,66.820000,59.198063,15060300
2019-06-03,67.089996,68.129997,66.279999,66.660004,59.056332,13620700
2019-06-04,67.610001,68.500000,66.699997,68.449997,60.642124,15866700
2019-06-05,68.040001,68.330002,65.830002,67.019997,59.917965,11779200
2019-06-06,66.919998,67.970001,66.269997,67.589996,60.427551,10781700
2019-06-07,67.690002,68.779999,67.300003,68.690002,61.411007,10495600
2019-06-10,69.000000,71.459999,69.000000,70.540001,63.064960,15229200
2019-06-11,71.580002,72.220001,70.269997,71.239998,63.690769,11839500
2019-06-12,69.529999,70.370003,69.199997,69.589996,62.215622,9396200
2019-06-13,69.970001,70.489998,69.379997,69.930000,62.519596,6790500
2019-06-14,68.349998,69.120003,67.900002,68.720001,61.437820,12119500
2019-06-17,69.089996,69.980003,68.900002,69.110001,61.786491,9411100
2019-06-18,69.690002,72.389999,69.669998,71.959999,64.334457,14508000
2019-06-19,72.370003,72.620003,70.800003,71.800003,64.191437,11999300
2019-06-20,73.190002,73.669998,72.230003,72.739998,65.031815,9871800
2019-06-21,72.309998,73.169998,72.309998,72.720001,65.013939,15244500
2019-06-24,72.970001,73.449997,72.199997,73.160004,65.407326,8893000
2019-06-25,73.230003,74.139999,72.519997,72.550003,64.861946,8953400
2019-06-26,73.760002,75.690002,73.650002,74.949997,67.007629,13808000
2019-06-27,75.339996,75.900002,75.169998,75.430000,67.436745,11151900
2019-06-28,75.660004,76.440002,74.809998,76.070000,68.008942,29217500
2019-07-01,80.669998,80.760002,77.080002,77.519997,69.305290,17693000
2019-07-02,77.279999,77.480003,76.620003,77.010002,68.849350,7075600
2019-07-03,77.070000,77.230003,76.050003,76.629997,68.509598,5290400
2019-07-05,74.199997,76.720001,74.099998,76.660004,68.536430,9220800
2019-07-08,75.980003,77.029999,75.930000,76.629997,68.509598,7924900
2019-07-09,76.440002,76.839996,75.839996,76.550003,68.438072,7506500
2019-07-10,76.830002,76.910004,74.080002,74.360001,66.480156,15075700
2019-07-11,74.519997,75.779999,73.300003,73.709999,65.899025,14298400
2019-07-12,74.250000,74.980003,73.660004,74.900002,66.962936,8028100
2019-07-15,75.150002,75.900002,74.790001,75.430000,67.436745,8898200
2019-07-16,75.110001,76.500000,74.550003,75.669998,67.651321,9909600
2019-07-17,78.570000,79.400002,75.709999,75.760002,67.731804,20602300
2019-07-18,74.970001,75.349998,74.050003,74.370003,66.489090,12580800
2019-07-19,74.419998,75.709999,74.419998,75.000000,67.052338,14477400
2019-07-22,75.059998,76.620003,75.059998,75.949997,67.901649,9645800
2019-07-23,75.339996,75.589996,73.309998,74.120003,66.265564,14420400
2019-07-24,74.010002,76.419998,73.680000,75.870003,67.830139,14012700
2019-07-25,75.839996,76.139999,75.099998,75.349998,67.365250,7299500
2019-07-26,75.110001,75.849998,74.849998,75.220001,67.249016,8262500
2019-07-29,75.160004,76.320000,74.669998,74.970001,67.025505,8237500
2019-07-30,74.580002,75.070000,74.360001,74.809998,66.882462,7397900
2019-07-31,74.830002,75.279999,72.760002,73.160004,65.407326,14052800
2019-08-01,68.879997,73.709999,68.250000,71.199997,63.655014,29729800
2019-08-02,70.440002,71.529999,70.010002,71.150002,63.610313,12649400
